listing_id,sentiment
7589636,7
7590186,173
7592333,18
7592887,28
7593927,1
7598526,3
7598752,3
7600397,19
7603871,83
7604544,5
7605268,8
7605947,1
7606239,1
7606894,1
7608409,1
7609239,4
7609649,13
7609888,1
7611538,17
7612983,115
7615846,18
7619517,9
7623577,0
7623861,3
7624902,9
7625215,3
7625640,3
7625669,0
7626550,1
7627356,3
7629033,9
7631523,1
7632641,3
7634474,1
7634862,0
7636267,0
7639412,2
7639962,5
7640247,1
7641601,2
7642088,32
7642666,2
7642765,11
7642982,17
7644344,0
7646892,17
7649815,5
7650739,9
7653603,167
7653620,74
7654345,14
7654820,1
7655932,5
7656046,9
7656413,19
7657294,1
7658157,8
7658908,2
7661635,4
7662551,4
7663009,1
7666476,10
7667411,2
7668093,0
7669311,0
7670016,4
7671639,6
7672145,-1
7672290,1
7672346,26
7673593,2
7674249,1
7675126,2
7676115,53
7676434,1
7676597,2
7676714,23
7677367,10
7677581,7
7677610,0
7681852,17
7682402,7
7682481,4
7683523,21
7684375,34
7684739,10
7685069,0
7685512,5
7686091,6
7686094,1
7686932,1
7687966,2
7688581,1
7688625,1
7692494,1
7692793,1
7693246,0
7694134,21
7695587,75
7700674,24
7702018,3
7702536,1
7703548,1
7704132,14
7704841,1
7705479,57
7705873,6
7706192,7
7707866,3
7709357,0
7711465,8
7711734,125
7712933,2
7713626,1
7713745,3
7718401,1
7718757,3
7719742,7
7719851,9
7720080,4
7720348,1
7721568,30
7721822,1
7723052,5
7723444,2
7724067,66
7724336,17
7725440,3
7727767,4
7728275,7
7730717,4
7731362,0
7731476,2
7732154,1
7732633,8
7737292,2
7738295,0
7738519,32
7738887,1
7739274,2
7739379,2
7740042,16
7740481,5
7740898,2
7741280,2
7742584,10
7743640,2
7744026,2
7744270,3
7745699,1
7751089,5
7752035,10
7752903,1
7753002,2
7753348,6
7753719,6
7755206,21
7755485,2
7758345,5
7758924,34
7759057,2
7760332,1
7760492,14
7765021,3
7765869,5
7766141,2
7766201,61
7767094,1
7767933,1
7768062,29
7772325,3
7772720,29
7773011,4
7773309,1
7778089,4
7778739,2
7779899,2
7782057,2
7782875,2
7782928,12
7784209,3
7784300,9
7787192,5
7787364,3
7791671,3
7793413,193
7793799,6
7795066,2
7795214,2
7795232,86
7795821,3
7795823,5
7796420,6
7797120,4
7797170,12
7797277,8
7797397,2
7798240,1
7798691,1
7799109,10
7800129,4
7800623,3
7801486,1
7801727,10
7802212,2
7803661,1
7803734,1
7805601,5
7810825,29
7813460,3
7815414,3
7815882,2
7816650,18
7817591,-1
7817837,12
7819840,1
7820393,0
7821505,2
7822369,2
7822589,1
7823323,2
7824562,157
7828523,180
7828930,4
7829192,5
7831317,6
7831357,101
7832127,8
7832288,8
7832699,9
7833790,213
7834240,2
7834598,1
7836338,4
7836648,5
7837457,8
7838754,68
7838790,177
7839294,4
7839446,7
7840077,10
7840320,1
7844596,1
7844692,1
7845886,10
7846259,1
7846470,4
7846613,1
7846921,2
7847237,1
7848647,2
7849188,101
7849941,43
7850780,23
7850853,2
7851888,4
7852972,3
7854243,5
7855247,7
7855413,8
7861432,1
7864062,1
7864979,6
7865707,4
7867217,6
7868667,32
7869015,3
7872193,96
7872687,6
7872740,14
7876382,79
7876833,10
7877468,1
7878968,8
7880548,1
7882591,17
7884770,10
7885092,9
7885368,3
7889409,0
7889458,58
7890257,35
7890320,3
7890338,39
7891215,0
7893689,11
7895207,2
7895433,0
7896516,2
7896702,34
7897510,8
7898429,1
7899329,1
7900250,2
7905401,1
7905519,41
7906060,1
7906287,2
7908213,1
7908421,4
7909403,29
7910127,11
7911890,8
7911904,2
7913374,4
7913916,5
7914111,0
7914186,5
7914317,33
7916154,50
7917663,1
7923869,4
7925138,2
7925468,18
7925838,175
7927437,9
7927507,17
7927769,1
7932105,14
7933712,1
7934070,2
7934323,5
7935792,1
7936115,9
7936990,11
7943495,2
7944570,16
7945484,134
7945656,1
7946180,10
7946561,1
7947601,3
7947699,1
7947745,2
7948861,1
7951215,2
7952089,4
7952649,2
7953646,1
7954222,1
7956833,50
7958874,11
7959426,1
7960075,2
7960098,1
7961163,25
7963351,5
7963887,53
7968219,85
7970443,14
7970986,5
7975422,2
7977147,8
7977633,23
7980323,1
7980692,1
7981715,7
7985746,1
7986482,67
7986612,2
7992227,5
7993284,1
7995624,84
7997381,1
8003746,10
8004028,12
8004877,7
8009578,3
8010292,3
8010771,5
8010977,1
8011293,3
8012131,9
8020155,7
8024640,9
8025337,0
8026172,128
8026645,5
8027030,15
8027365,15
8027975,1
8030523,152
8030671,2
8030715,1
8031310,2
8031693,21
8033284,38
8037648,109
8038733,3
8038937,4
8039147,3
8039953,2
8040021,10
8041543,0
8041776,118
8043539,5
8044239,1
8044569,1
8047811,5
8047860,3
8048096,1
8049186,2
8049725,45
8050807,133
8055850,1
8057315,7
8057647,9
8058321,4
8058364,0
8059426,15
8059702,43
8061477,2
8062096,2
8063187,59
8063585,5
8063918,7
8064653,0
8065355,18
8066153,16
8066636,28
8067006,1
8068061,105
8068499,2
8073709,3
8075161,1
8083550,6
8086179,1
8087198,0
8089854,21
8094511,29
8094653,3
8095807,4
8097085,1
8099504,1
8099701,2
8101763,1
8101968,2
8105049,2
8105244,0
8105601,14
8107537,0
8108087,56
8108095,3
8108366,27
8110122,1
8110330,24
8110473,1
8110672,1
8112606,5
8114785,3
8115197,3
8115900,0
8116182,31
8117216,33
8119720,17
8120673,34
8121021,6
8121129,2
8122032,17
8122110,1
8123175,1
8123404,3
8125067,5
8127289,4
8128866,2
8135978,6
8138119,4
8139458,3
8140711,3
8140773,88
8144101,2
8146463,6
8147477,1
8149816,8
8149848,4
8150105,11
8158517,-1
8158745,60
8159106,1
8160853,17
8161139,1
8161618,71
8162222,4
8162575,20
8163475,3
8164759,1
8166071,0
8166261,13
8171288,17
8175604,0
8176797,10
8178394,1
8180102,37
8181981,10
8183445,4
8185184,7
8185534,2
8185805,1
8186629,1
8187082,42
8187389,171
8188108,3
8188597,171
8189060,129
8189425,2
8189861,5
8190556,9
8198611,2
8199368,0
8202502,2
8202654,33
8205619,0
8206242,20
8209730,17
8210533,4
8215376,1
8215662,1
8215747,4
8216019,103
8216321,0
8220555,0
8222878,47
8223440,0
8226286,1
8229527,1
8230929,7
8233380,1
8234764,3
8235919,5
8237062,2
8243876,9
8244352,16
8244445,1
8245303,8
8245524,2
8246442,1
8246665,3
8247088,18
8248629,9
8248659,14
8249507,9
8250660,100
8251152,1
8252186,1
8252947,9
8253616,27
8253838,5
8254243,0
8259293,7
8259531,18
8262460,160
8262529,13
8264229,139
8266080,29
8266315,0
8266446,33
8266744,8
8268594,1
8270083,3
8272013,7
8272423,25
8278793,46
8279261,3
8279802,2
8279990,7
8280619,16
8281156,7
8282384,3
8282748,14
8283330,42
8283708,5
8284795,1
8286890,2
8287240,5
8287846,3
8289432,23
8291470,1
8291565,0
8297856,2
8300420,6
8301014,90
8301757,0
8303683,7
8306017,4
8306513,0
8312910,11
8318934,5
8319375,4
8321322,1
8321737,2
8323048,1
8324857,20
8331619,33
8337806,3
8338805,1
8342247,6
8346610,7
8347488,3
8349305,1
8350811,30
8353087,1
8353163,12
8357787,14
8360878,34
8361447,1
8363117,12
8367375,20
8367407,4
8367921,1
8371409,1
8374101,16
8374384,0
8374400,6
8374433,0
8375220,0
8375383,2
8376369,2
8377077,3
8377374,1
8378882,7
8379293,3
8379438,26
8380989,1
8381806,3
8382858,10
8385590,107
8386451,83
8386775,4
8387901,50
8388270,8
8393759,7
8394783,4
8395094,7
8395897,13
8396454,72
8397222,1
8397693,5
8399246,3
8401194,13
8405256,11
8405757,0
8414783,23
8415199,0
8415865,3
8420271,8
8420919,2
8421074,2
8426590,2
8426997,9
8434395,2
8435827,7
8437693,2
8439923,0
8442227,1
8442867,4
8448439,4
8448939,12
8450482,3
8450995,5
8453370,39
8453763,6
8455942,7
8457400,6
8462220,156
8466037,2
8466794,5
8468463,1
8468968,4
8469891,91
8472885,3
8479134,4
8480119,1
8481531,22
8482224,1
8484404,14
8493232,31
8494861,0
8495375,31
8495779,43
8500483,9
8501033,15
8501050,11
8501499,2
8501520,18
8501615,5
8503821,1
8503975,3
8506462,3
8511524,5
8513041,121
8517655,2
8520472,34
8520834,7
8521960,1
8526256,22
8529085,44
8534059,5
8537193,10
8537772,76
8543792,14
8545234,22
8546082,43
8547456,1
8553465,10
8554459,3
8554676,1
8559303,0
8560751,11
8562026,2
8564167,22
8564195,6
8565139,38
8567160,4
8568404,2
8572047,6
8573194,3
8575274,0
8575398,0
8576393,0
8576792,9
8576964,13
8579546,0
8586752,1
8589516,5
8590551,1
8590717,2
8591441,41
8591777,26
8592011,10
8592135,1
8599428,10
8599489,15
8599638,6
8599711,0
8601540,0
8602241,1
8603631,167
8605761,0
8608114,13
8608507,8
8608580,6
8608584,1
8611133,2
8618545,3
8619207,18
8619680,6
8620446,2
8623680,1
8627795,1
8630978,1
8642908,1
8645626,11
8646165,42
8647677,28
8649599,2
8657711,3
8657918,1
8663416,2
8663668,34
8669356,19
8678320,1
8678997,46
8679020,5
8679726,2
8680184,0
8680431,1
8681790,2
8681930,34
8686158,8
8686599,13
8699424,4
8699946,55
8705386,77
8706589,1
8709468,2
8712034,3
8716837,1
8724058,1
8725453,23
8726209,52
8731510,1
8737531,5
8740975,62
8745931,8
8747868,123
8751621,6
8751766,43
8753863,4
8755310,1
8757753,11
8760360,14
8767697,1
8767787,2
8774005,54
8774610,3
8775152,13
8775701,51
8776583,16
8777123,3
8779357,37
8787571,1
8788519,1
8789604,5
8790713,15
8791633,3
8791726,107
8794238,3
8797462,0
8799096,5
8800109,18
8804094,4
8804638,4
8805238,18
8805507,31
8805561,89
8805575,9
8806534,100
8811674,24
8812296,85
8822071,107
8825210,0
8827830,1
8828468,1
8832045,2
8834013,0
8834190,2
8834842,61
8837868,6
8837895,1
8839956,58
8840587,7
8841652,41
8844791,3
8845115,1
8852608,3
8852935,2
8853934,9
8857403,3
8858309,55
8859460,3
8861487,0
8864979,4
8865269,3
8870766,30
8873134,2
8874598,1
8881460,18
8882726,1
8883826,3
8884603,9
8885636,1
8887256,16
8892243,1
8893589,2
8893638,23
8894731,2
8895568,4
8896763,0
8898033,0
8898542,166
8898622,32
8898967,1
8899395,11
8900425,10
8900851,1
8912073,2
8918351,1
8918833,16
8919542,10
8919834,1
8927766,6
8928201,46
8929380,2
8932753,1
8935549,6
8935623,1
8936326,7
8936934,4
8937422,1
8946571,1
8947725,7
8948114,28
8949073,54
8949831,1
8951870,11
8953038,7
8955752,44
8957894,31
8959522,10
8961441,3
8961505,5
8963381,11
8965134,17
8965395,5
8965514,4
8966046,3
8970893,1
8976190,3
8977185,3
8977531,49
8979014,5
8979224,19
8983004,2
8984553,16
8986278,2
8986396,5
8989692,3
8989702,6
9001258,5
9005568,0
9006673,24
9010083,67
9020476,3
9021606,2
9022813,17
9026643,4
9027179,112
9027633,34
9029431,10
9037782,19
9039631,164
9041447,17
9043094,5
9044730,4
9045860,0
9047612,1
9055090,2
9056365,4
9056714,2
9060504,5
9060983,16
9062627,7
9062672,26
9063238,5
9063682,27
9067589,11
9068410,1
9070418,9
9083108,25
9083119,43
9084313,1
9085319,15
9089057,19
9100640,1
9106265,2
9107099,18
9109580,1
9111186,3
9112919,1
9113886,4
9114031,0
9114842,0
9115610,41
9121139,124
9123102,9
9123319,12
9124340,11
9125769,7
9126823,2
9127963,158
9128009,1
9128108,147
9128170,162
9129814,9
9130860,0
9131711,13
9132683,51
9133614,81
9134425,77
9135486,6
9136533,36
9141203,57
9141461,1
9141729,22
9147863,1
9148343,3
9149412,5
9150173,0
9154081,45
9161590,1
9164851,127
9164920,0
9165505,56
9167632,33
9168848,14
9170744,0
9177635,1
9179662,2
9180485,42
9181281,10
9182193,43
9182459,2
9184413,49
9186093,3
9193091,1
9193397,44
9193426,14
9193748,19
9195438,1
9195781,80
9202874,10
9204448,1
9206174,3
9207187,8
9207372,3
9215122,1
9216341,4
9221950,42
9222469,4
9224827,22
9225893,72
9226414,4
9226607,1
9231136,2
9231931,131
9236207,30
9241624,7
9242135,26
9242204,0
9242514,21
9243920,3
9248182,47
9250878,5
9253125,2
9254100,4
9256082,16
9257908,2
9258549,1
9260285,4
9266598,10
9267631,1
9267723,35
9268629,152
9268732,-1
9270375,6
9271328,10
9272162,8
9272535,3
9273023,41
9273945,104
9278672,3
9278730,0
9285452,64
9287838,39
9287981,12
9289287,37
9291172,3
9292652,13
9292804,26
9298738,0
9303849,3
9305152,18
9306310,1
9306628,0
9307303,1
9308067,13
9310809,10
9323006,0
9325312,0
9326612,3
9328761,1
9329313,13
9340083,5
9340353,11
9344803,32
9348447,25
9348843,69
9353582,5
9354706,31
9354855,4
9355118,21
9355960,6
9357855,1
9360376,4
9364975,23
9367210,10
9368783,1
9368828,24
9376687,11
9376881,11
9379127,7
9380006,3
9385422,27
9386551,10
9387926,36
9388227,1
9396834,62
9398048,4
9399066,79
9400584,1
9401253,29
9403422,2
9403793,11
9405996,1
9409731,149
9410492,1
9412596,2
9413152,7
9413446,13
9420104,1
9421220,17
9423319,10
9428090,77
9428563,2
9439142,3
9440925,9
9442021,8
9443106,159
9443212,2
9444934,2
9446232,15
9446356,-1
9446493,1
9446553,3
9446712,13
9446858,7
9447058,-1
9447865,13
9448356,0
9456033,14
9457510,1
9459422,17
9460079,2
9466902,3
9468063,15
9468717,3
9468832,1
9468980,4
9469691,4
9469865,22
9471176,3
9472187,72
9472590,1
9472707,2
9475389,0
9483997,2
9484382,11
9484594,1
9484989,2
9490216,2
9490403,1
9492761,20
9494117,20
9499858,10
9499965,1
9502398,0
9503256,0
9503311,0
9507374,1
9509188,3
9510847,2
9518186,7
9519376,6
9520198,14
9521480,19
9521591,19
9522543,8
9522702,12
9524021,30
9524286,9
9525647,1
9526964,1
9528288,12
9529139,30
9529581,2
9536240,51
9536912,118
9540190,9
9540682,33
9543073,62
9544340,39
9544543,1
9552970,12
9553116,9
9554084,4
9557777,38
9557834,8
9557853,3
9557985,58
9560687,1
9568611,12
9569412,1
9569458,2
9569464,12
9570445,6
9572038,2
9573648,0
9574730,3
9576015,4
9576143,2
9576677,3
9580758,18
9581983,4
9583869,2
9584066,2
9584699,0
9585301,1
9586360,1
9590090,0
9598101,33
9599108,14
9600137,2
9603273,3
9606196,5
9606268,-1
9606416,4
9607983,3
9610228,4
9618882,5
9619851,1
9620858,28
9623618,2
9625526,2
9626172,115
9626182,4
9627915,1
9630720,0
9631387,4
9631438,24
9632005,18
9638686,5
9638996,1
9640138,3
9644775,2
9646329,5
9648387,2
9649084,1
9649234,1
9651871,0
9657474,20
9658498,1
9659732,1
9663247,24
9666574,1
9666814,3
9678630,24
9680933,1
9683475,4
9686165,9
9686931,10
9687122,1
9687837,24
9689519,89
9690326,11
9691424,1
9702854,3
9704842,1
9706730,5
9707484,1
9707618,189
9707768,1
9708953,1
9709021,18
9709458,4
9711341,2
9712293,1
9713073,30
9719898,1
9723170,7
9727199,5
9727345,38
9730537,1
9731776,104
9731937,38
9740044,1
9741710,3
9744745,59
9746139,1
9746202,1
9747807,1
9749484,1
9750128,2
9750605,3
9750755,11
9753101,3
9753531,56
9760769,21
9763483,2
9763680,97
9763842,1
9765378,23
9765831,2
9766201,1
9766616,44
9768263,9
9768373,10
9769255,1
9769836,7
9769929,1
9770154,40
9770558,7
9772471,8
9774023,0
9774272,60
9775240,5
9780190,0
9781239,1
9781655,5
9783281,7
9783319,9
9784893,111
9785243,4
9785334,3
9785449,18
9785594,19
9786296,1
9787499,5
9787679,19
9790781,10
9793601,16
9793842,3
9798793,3
9799656,24
9800279,3
9800996,1
9801017,1
9801063,1
9802739,2
9804540,14
9808877,2
9810411,1
9814971,10
9815984,9
9816764,1
9818951,17
9819444,1
9820700,25
9821803,0
9832276,5
9832541,3
9832606,2
9834950,0
9836077,1
9836101,18
9838327,2
9838450,3
9838829,1
9839151,150
9839297,8
9848690,10
9849801,1
9850018,69
9851510,0
9851733,10
9852377,1
9856117,1
9856741,2
9857786,7
9858338,6
9859117,1
9859220,7
9859873,1
9861129,16
9862651,20
9862850,1
9863004,1
9864218,10
9870491,2
9871041,4
9871647,6
9871753,2
9871835,6
9872518,1
9872881,39
9873256,13
9873860,18
9875183,1
9875295,7
9876605,0
9879262,1
9879826,6
9879987,2
9880468,1
9880879,2
9881695,58
9882190,22
9882510,12
9890412,1
9892924,12
9893104,2
9896684,1
9897057,42
9898432,2
9901945,1
9902256,7
9906684,72
9913293,8
9915189,1
9915591,2
9915929,141
9916020,11
9918387,11
9918792,2
9919134,57
9922134,8
9924899,2
9926537,47
9930855,2
9931136,3
9931207,8
9931439,15
9932109,13
9934121,5
9938190,1
9938579,4
9938743,78
9939951,72
9940785,7
9941028,57
9941029,3
9948160,1
9948688,1
9950528,-1
9954260,16
9954901,3
9962573,0
9962846,1
9964102,1
9964311,3
9964785,1
9965353,3
9965956,1
9966733,0
9967282,17
9968692,1
9969557,1
9969890,0
9971229,1
9973222,1
9973423,2
9973517,0
9976788,0
9977892,59
9981299,27
9981480,17
9981848,5
9983262,9
9983777,2
9985741,1
9986115,8
9987114,9
9988298,1
9991497,0
9993168,16
9994013,50
9994644,258
9996186,1
10002699,1
10006647,14
10006747,2
10007526,2
10007952,1
10008354,13
10008709,1
10010798,2
10011797,1
10012243,9
10012834,5
10015667,0
10027710,9
10029217,0
10029891,2
10030787,3
10031729,180
10032722,5
10033158,2
10033310,150
10034509,7
10036356,15
10037904,3
10038221,158
10038715,0
10039055,2
10039568,1
10043384,147
10045303,1
10045883,6
10047124,3
10047913,1
10050590,1
10051520,22
10051558,1
10051753,150
10052411,11
10052934,0
10053291,41
10053512,5
10063542,1
10063584,2
10063678,46
10064484,3
10064570,2
10066106,1
10067529,7
10068163,0
10069087,6
10080699,0
10092197,54
10092288,19
10094856,18
10094943,1
10095476,3
10095851,87
10097546,7
10098682,1
10101373,57
10101926,0
10103432,8
10103689,246
10109585,0
10109899,2
10110547,164
10111077,1
10114694,0
10114957,8
10115393,4
10115551,1
10117666,1
10120228,3
10122398,234
10122555,10
10122824,0
10128666,20
10130248,1
10130931,0
10131837,3
10133379,1
10135139,23
10135509,20
10135794,34
10136402,118
10138093,1
10139821,5
10144617,15
10148007,29
10152165,0
10153847,78
10154785,18
10156006,90
10156413,56
10156635,35
10157231,0
10158674,2
10160886,2
10165847,2
10169413,110
10169930,1
10173318,1
10181244,0
10181528,4
10181676,5
10183854,1
10184011,1
10186739,1
10190949,1
10198221,3
10199894,2
10201326,4
10202799,0
10204223,11
10214749,38
10216130,1
10216819,3
10218450,1
10218913,1
10218971,0
10219067,1
10219452,61
10220544,1
10224243,2
10226031,122
10229759,13
10229937,20
10231998,1
10237232,6
10239051,49
10242352,1
10242926,1
10243938,10
10244310,6
10260229,6
10261979,19
10264951,0
10266677,72
10268575,2
10287002,24
10288865,95
10289913,23
10291544,48
10301548,4
10303017,3
10305300,34
10305735,2
10311304,85
10311967,18
10313763,1
10323513,9
10324475,1
10325781,78
10326110,1
10326238,2
10326781,0
10329793,1
10331199,37
10332030,42
10332726,17
10332970,5
10336261,4
10336399,1
10346622,2
10348042,2
10348393,1
10356630,2
10359943,39
10360635,45
10363260,6
10370274,4
10373610,8
10374971,1
10375507,8
10376176,8
10376370,2
10379645,3
10380276,8
10380465,0
10381286,9
10384587,6
10385865,83
10386314,6
10386974,22
10394625,4
10395161,1
10399920,108
10402953,4
10406196,2
10407289,2
10411401,1
10412444,11
10412912,1
10415237,7
10420010,11
10420419,1
10422965,38
10423394,86
10424987,7
10427951,2
10431434,69
10443514,1
10450486,12
10451042,2
10452414,42
10453457,22
10461103,5
10469426,1
10480005,72
10480680,7
10483677,80
10483898,4
10485991,13
10487584,4
10491381,1
10492561,9
10496243,7
10497486,3
10497594,19
10507195,19
10508462,1
10508713,2
10509712,100
10509983,82
10509987,8
10511963,2
10516453,3
10517224,1
10519127,59
10519828,1
10520393,6
10520476,10
10521157,1
10529236,6
10531843,15
10534959,2
10542862,1
10546708,2
10547794,2
10547896,10
10555052,2
10562264,62
10562620,0
10564112,0
10571768,14
10581161,1
10583502,4
10583742,1
10586683,2
10589808,24
10606145,0
10609705,6
10614826,2
10616980,48
10625399,7
10627020,9
10641334,31
10642720,10
10643786,19
10644579,12
10644946,10
10644998,20
10647989,25
10648384,0
10651356,3
10652226,3
10653432,1
10659774,27
10662262,2
10663432,27
10664920,14
10667344,1
10668567,4
10670265,34
10673562,0
10673575,2
10676003,2
10679093,8
10683962,7
10688275,2
10695373,5
10698054,9
10704874,12
10708826,1
10711430,14
10714100,12
10716780,1
10718566,44
10719503,16
10720911,0
10720952,8
10722193,1
10725018,2
10727312,1
10727378,0
10736361,7
10738780,4
10740261,7
10741097,1
10743316,1
10749953,0
10757812,2
10759187,32
10761282,1
10762229,7
10767132,2
10767188,30
10767317,71
10774426,1
10781376,10
10782595,2
10783096,1
10784764,1
10785214,7
10785330,1
10785595,6
10786963,3
10787546,2
10794138,0
10797258,8
10798129,-1
10798402,2
10800612,13
10801415,0
10801764,29
10804666,29
10806137,1
10807368,0
10809582,120
10811403,15
10811748,7
10814494,0
10816856,12
10818423,16
10820869,7
10821456,15
10821615,1
10822913,34
10824135,0
10824574,14
10826978,1
10828723,39
10829319,50
10831574,4
10832416,0
10834879,1
10843226,1
10844394,0
10846404,56
10846474,1
10847643,10
10851406,4
10851426,41
10852144,2
10854813,1
10855365,7
10869828,23
10872167,2
10874951,2
10875924,17
10876634,8
10878873,63
10879704,5
10882114,8
10883269,2
10893006,18
10893640,10
10895126,2
10895208,101
10897005,10
10897136,11
10914669,1
10915485,46
10917576,1
10924971,6
10925286,9
10932091,1
10933211,2
10934333,1
10940863,1
10941394,3
10941636,84
10942670,0
10949559,12
10951474,17
10952865,2
10953087,12
10954649,3
10956838,4
10961123,1
10961841,33
10963359,5
10963599,0
10963805,20
10980361,8
11001171,4
11002468,29
11004109,12
11004682,49
11006340,1
11009480,12
11010163,7
11011645,4
11027681,12
11029458,83
11029861,2
11031031,82
11034362,3
11036569,18
11040435,181
11042341,1
11051166,32
11053010,2
11053102,39
11053726,2
11054352,3
11055057,4
11065435,1
11066571,1
11073714,12
11073945,1
11076688,1
11078656,114
11088514,3
11092902,8
11097329,78
11099159,135
11101259,10
11103200,10
11103271,4
11105701,2
11112939,1
11113330,0
11115400,45
11116667,3
11117573,34
11118444,1
11118640,0
11119527,30
11121854,1
11127674,25
11131596,2
11135727,5
11137977,1
11138291,1
11139112,1
11139956,56
11140777,2
11142214,1
11142226,15
11142351,0
11144064,1
11155370,41
11155802,2
11156746,5
11158098,47
11159508,1
11162898,24
11163826,106
11165066,10
11165580,4
11166903,1
11170613,17
11171241,52
11171668,1
11171718,6
11172719,0
11174367,1
11176522,8
11177156,4
11181263,1
11182453,9
11185196,1
11196790,8
11197861,1
11197999,2
11199094,7
11204322,4
11207857,1
11215012,1
11215481,17
11216283,116
11223711,1
11224095,1
11224443,25
11224674,0
11224996,2
11225429,1
11225984,6
11231755,1
11235797,3
11236645,1
11238980,147
11239411,1
11244833,24
11248323,4
11249923,0
11251067,0
11252620,9
11253043,94
11254695,85
11255311,93
11255600,30
11257879,3
11265733,4
11266561,1
11266945,1
11267258,7
11268364,0
11268983,39
11272185,0
11274086,15
11274552,5
11275525,4
11276488,25
11277470,22
11277489,1
11277648,3
11277910,17
11279202,2
11285785,1
11286498,131
11286561,21
11286857,20
11287461,6
11289553,-1
11289945,41
11290301,50
11291073,10
11292598,40
11292925,1
11294127,75
11294240,11
11294384,8
11294419,28
11297119,-1
11300710,3
11300776,4
11302253,113
11306475,51
11307029,27
11308792,5
11310047,1
11315026,7
11317733,4
11318162,16
11318779,1
11326938,76
11326965,124
11327035,54
11328533,1
11329475,9
11330944,3
11332818,1
11333266,5
11335755,2
11337277,1
11339971,88
11341573,3
11348934,1
11352279,3
11356938,4
11357617,41
11357981,16
11359657,6
11365741,1
11366265,0
11367009,7
11369410,25
11370494,1
11372146,16
11373619,4
11373630,77
11374200,74
11374429,46
11374922,8
11376761,3
11381321,88
11383656,81
11384240,3
11385014,6
11386702,27
11393694,18
11395617,6
11398136,95
11398226,67
11403270,132
11405278,65
11405951,7
11405956,9
11406439,29
11411043,2
11413763,6
11414934,95
11416655,0
11418634,3
11420941,98
11424717,1
11428309,2
11429575,39
11432634,19
11438054,11
11439221,1
11440627,2
11444583,2
11445636,1
11446121,37
11447141,2
11450264,13
11450419,36
11450430,45
11455304,0
11455889,2
11456249,1
11467761,4
11469165,7
11470252,2
11471705,3
11472556,12
11474059,1
11474339,1
11478752,7
11479539,42
11483556,1
11483657,3
11483775,51
11486707,3
11489290,3
11489351,97
11490307,6
11492324,1
11493192,2
11496142,15
11501346,1
11504559,74
11508748,13
11517189,11
11518317,0
11518476,17
11518562,1
11518794,1
11519877,4
11520012,12
11521393,9
11521456,0
11523735,3
11524314,9
11529058,61
11532277,5
11535768,4
11537157,1
11538198,2
11538804,8
11538965,7
11541955,3
11542409,46
11542501,11
11548552,2
11550637,3
11550984,24
11552933,117
11557206,37
11558122,168
11558136,10
11558940,3
11560442,2
11560477,14
11560790,1
11562282,1
11562999,3
11564181,98
11565633,3
11566528,33
11567522,1
11568655,2
11568676,5
11569252,6
11571155,14
11573253,80
11573390,27
11573559,115
11575208,42
11576808,2
11577306,111
11577539,4
11577943,5
11578003,1
11578139,2
11578617,0
11579718,0
11580064,9
11580279,1
11580960,1
11581203,1
11584318,5
11584373,93
11584892,8
11586412,1
11588697,6
11589376,1
11590600,2
11593709,18
11595573,8
11596217,4
11596683,1
11597360,1
11597486,9
11597701,11
11598037,50
11600442,4
11602156,9
11603651,0
11604594,23
11605452,70
11606080,48
11606686,0
11606881,67
11609310,104
11613416,42
11613614,47
11614741,1
11615866,1
11617211,4
11617684,1
11619759,10
11620003,6
11620103,3
11620309,0
11631550,40
11631680,2
11642691,4
11643878,101
11647029,3
11647407,26
11648023,98
11648914,0
11654448,4
11654786,93
11654916,0
11655926,1
11656149,1
11657537,1
11661596,90
11662528,1
11665059,57
11668023,34
11668481,3
11669202,24
11670888,5
11671292,43
11672416,7
11672994,0
11673621,8
11674723,1
11675495,6
11675990,0
11684615,41
11684618,9
11684644,1
11685448,57
11685468,2
11685579,1
11686804,0
11688524,5
11690929,3
11691415,0
11695133,2
11695296,46
11695345,56
11697296,59
11703105,38
11704581,15
11704602,8
11704966,1
11705949,2
11706492,67
11708266,1
11708964,1
11711159,1
11711267,1
11712065,29
11715593,7
11718060,29
11722127,-1
11724795,1
11726912,5
11730448,2
11730572,2
11732335,1
11732853,7
11733121,4
11733656,9
11746050,21
11746083,10
11748513,38
11748919,3
11751826,46
11751908,2
11752167,1
11753737,2
11758158,1
11763349,0
11763620,0
11764015,57
11765418,7
11765999,58
11767220,1
11768062,7
11772098,68
11773073,11
11774902,10
11775402,71
11778240,10
11778849,11
11780476,1
11781519,84
11782446,230
11782769,1
11783766,1
11784720,21
11790321,0
11790473,5
11794103,80
11795156,18
11799191,1
11804032,2
11804865,27
11806936,3
11807760,1
11808559,114
11808660,2
11810798,76
11811523,14
11814311,3
11816926,4
11822332,7
11823355,16
11826945,2
11830638,1
11831314,2
11831490,4
11831821,46
11832861,7
11833825,112
11834340,2
11834992,8
11835562,2
11835585,7
11835665,1
11836363,3
11838439,14
11839263,9
11839529,3
11840908,16
11841084,2
11843224,4
11844817,3
11847541,71
11848387,25
11855425,35
11856692,51
11857854,7
11858537,17
11859059,19
11859836,1
11860082,3
11861141,100
11868459,1
11876168,1
11876935,1
11877612,13
11878035,1
11880366,71
11881171,3
11885171,6
11887643,9
11888865,8
11890285,0
11891301,44
11899062,109
11899477,4
11899929,8
11899985,69
