listing_id,Count,new_date
899265,30,2019-06-01
899265,31,2019-07-01
899265,31,2019-08-01
899265,30,2019-09-01
899265,31,2019-10-01
899265,6,2019-11-01
899729,5,2018-11-01
899729,5,2018-12-01
899729,2,2019-01-01
899729,5,2019-02-01
899729,5,2019-03-01
899729,16,2019-04-01
899729,31,2019-05-01
899729,30,2019-06-01
899729,31,2019-07-01
899729,31,2019-08-01
899729,30,2019-09-01
899729,31,2019-10-01
899729,6,2019-11-01
901314,13,2018-11-01
901314,27,2018-12-01
901314,31,2019-01-01
901314,28,2019-02-01
901314,31,2019-03-01
901314,30,2019-04-01
901314,31,2019-05-01
901314,30,2019-06-01
901314,31,2019-07-01
901314,31,2019-08-01
901314,30,2019-09-01
901314,31,2019-10-01
901314,6,2019-11-01
901569,5,2018-11-01
901569,19,2018-12-01
901569,31,2019-01-01
901569,28,2019-02-01
901569,31,2019-03-01
901569,30,2019-04-01
901569,31,2019-05-01
901569,30,2019-06-01
901569,31,2019-07-01
901569,31,2019-08-01
901569,30,2019-09-01
901569,31,2019-10-01
901569,6,2019-11-01
901837,1,2018-11-01
901837,11,2018-12-01
901837,21,2019-01-01
901837,28,2019-02-01
901837,31,2019-03-01
901837,30,2019-04-01
901837,30,2019-05-01
901837,26,2019-06-01
901837,31,2019-07-01
901837,31,2019-08-01
901837,30,2019-09-01
901837,31,2019-10-01
901837,6,2019-11-01
904637,5,2018-11-01
904637,7,2018-12-01
904637,12,2019-01-01
904637,13,2019-02-01
904637,31,2019-03-01
904637,30,2019-04-01
904637,31,2019-05-01
904637,30,2019-06-01
904637,31,2019-07-01
904637,31,2019-08-01
904637,30,2019-09-01
904637,31,2019-10-01
904637,6,2019-11-01
906460,5,2018-11-01
906460,13,2018-12-01
906460,28,2019-01-01
906460,19,2019-02-01
906460,27,2019-03-01
906460,30,2019-04-01
906460,31,2019-05-01
906460,30,2019-06-01
906460,27,2019-07-01
906460,31,2019-08-01
906460,30,2019-09-01
906460,31,2019-10-01
906460,6,2019-11-01
906933,2,2018-11-01
906933,18,2018-12-01
906933,16,2019-01-01
906933,4,2019-02-01
907791,10,2018-11-01
907791,13,2018-12-01
907791,22,2019-01-01
907791,28,2019-02-01
907791,24,2019-03-01
907791,20,2019-04-01
907791,24,2019-05-01
907791,23,2019-06-01
907791,6,2019-07-01
907791,28,2019-08-01
907791,30,2019-09-01
907791,31,2019-10-01
907791,6,2019-11-01
907910,6,2018-11-01
907910,1,2019-01-01
908575,30,2019-09-01
908575,31,2019-10-01
908575,6,2019-11-01
910642,4,2018-11-01
910642,31,2018-12-01
910642,31,2019-01-01
910642,4,2019-02-01
912787,2,2018-11-01
912787,5,2018-12-01
912787,22,2019-01-01
912787,23,2019-02-01
912787,31,2019-03-01
912787,17,2019-04-01
912787,16,2019-05-01
912787,25,2019-06-01
912787,31,2019-07-01
912787,31,2019-08-01
912787,30,2019-09-01
912787,31,2019-10-01
912787,6,2019-11-01
913379,23,2018-11-01
913379,31,2018-12-01
913379,31,2019-01-01
913379,28,2019-02-01
913379,31,2019-03-01
913379,30,2019-04-01
913379,31,2019-05-01
913379,30,2019-06-01
913379,31,2019-07-01
913379,31,2019-08-01
913379,30,2019-09-01
913379,31,2019-10-01
913379,6,2019-11-01
913865,10,2018-11-01
913865,18,2019-01-01
913865,28,2019-02-01
913865,31,2019-03-01
914944,8,2018-11-01
914944,28,2019-01-01
914944,28,2019-02-01
914944,31,2019-03-01
914944,30,2019-04-01
914944,5,2019-05-01
916013,30,2019-09-01
916013,31,2019-10-01
916013,6,2019-11-01
918301,12,2019-01-01
918301,18,2019-02-01
918301,20,2019-03-01
919931,1,2018-11-01
919931,31,2019-03-01
919931,30,2019-04-01
919931,1,2019-05-01
919931,26,2019-06-01
919931,31,2019-07-01
919931,31,2019-08-01
919931,30,2019-09-01
919931,31,2019-10-01
919931,6,2019-11-01
921223,15,2019-01-01
921223,13,2019-02-01
921223,15,2019-03-01
921223,25,2019-04-01
921223,5,2019-05-01
922202,4,2018-12-01
922202,28,2019-01-01
922202,4,2019-02-01
926497,24,2018-11-01
926497,31,2018-12-01
926497,31,2019-01-01
926497,28,2019-02-01
926497,31,2019-03-01
926497,30,2019-04-01
926497,31,2019-05-01
926497,30,2019-06-01
926497,31,2019-07-01
926497,31,2019-08-01
926497,30,2019-09-01
926497,31,2019-10-01
926497,6,2019-11-01
926670,1,2018-11-01
926670,2,2018-12-01
926670,17,2019-01-01
926670,28,2019-02-01
926670,27,2019-03-01
926670,29,2019-04-01
926670,5,2019-05-01
929443,16,2018-11-01
929443,22,2018-12-01
929443,30,2019-01-01
929443,28,2019-02-01
929443,31,2019-03-01
929443,30,2019-04-01
929443,31,2019-05-01
929443,27,2019-06-01
929443,31,2019-07-01
929443,31,2019-08-01
929443,30,2019-09-01
929443,31,2019-10-01
929443,6,2019-11-01
929541,11,2019-01-01
929541,28,2019-02-01
929541,31,2019-03-01
929541,30,2019-04-01
929541,31,2019-05-01
929541,30,2019-06-01
929541,31,2019-07-01
929541,31,2019-08-01
929541,30,2019-09-01
929541,31,2019-10-01
929541,6,2019-11-01
933277,1,2018-11-01
933277,5,2018-12-01
933277,31,2019-01-01
933277,28,2019-02-01
933277,31,2019-03-01
933277,30,2019-04-01
933277,31,2019-05-01
933277,30,2019-06-01
933277,31,2019-07-01
933277,31,2019-08-01
933277,30,2019-09-01
933277,31,2019-10-01
933277,6,2019-11-01
935026,5,2018-11-01
935026,5,2018-12-01
935026,7,2019-01-01
935026,10,2019-02-01
935026,13,2019-03-01
935026,2,2019-04-01
935026,13,2019-05-01
935026,11,2019-06-01
935026,31,2019-07-01
935026,22,2019-08-01
935026,15,2019-09-01
935026,31,2019-10-01
935026,6,2019-11-01
935295,31,2019-01-01
935295,28,2019-02-01
935295,31,2019-03-01
935295,30,2019-04-01
935295,31,2019-05-01
935295,30,2019-06-01
935295,31,2019-07-01
935295,31,2019-08-01
935295,30,2019-09-01
935295,31,2019-10-01
935295,6,2019-11-01
936642,4,2018-11-01
936642,21,2018-12-01
936642,16,2019-01-01
936642,20,2019-02-01
936642,25,2019-03-01
936642,20,2019-04-01
936642,25,2019-05-01
936642,24,2019-06-01
936642,31,2019-07-01
936642,20,2019-08-01
936642,19,2019-09-01
936642,26,2019-10-01
936642,6,2019-11-01
937705,1,2019-03-01
937705,30,2019-04-01
937705,31,2019-05-01
937705,30,2019-06-01
937705,31,2019-07-01
937705,31,2019-08-01
937705,30,2019-09-01
937705,31,2019-10-01
937705,6,2019-11-01
942797,31,2019-01-01
942797,4,2019-02-01
942867,30,2019-09-01
942867,31,2019-10-01
942867,6,2019-11-01
945373,31,2019-05-01
945373,30,2019-06-01
945373,31,2019-07-01
945373,31,2019-08-01
945373,30,2019-09-01
945373,31,2019-10-01
945373,6,2019-11-01
948364,15,2018-11-01
948364,17,2018-12-01
948364,26,2019-01-01
948364,28,2019-02-01
948364,31,2019-03-01
948364,30,2019-04-01
948364,31,2019-05-01
948364,30,2019-06-01
948364,31,2019-07-01
948364,31,2019-08-01
948364,30,2019-09-01
948364,31,2019-10-01
948364,6,2019-11-01
948728,14,2018-11-01
948728,31,2019-07-01
948728,31,2019-08-01
948728,30,2019-09-01
948728,31,2019-10-01
948728,6,2019-11-01
950245,27,2018-12-01
950245,24,2019-01-01
950245,28,2019-02-01
950245,31,2019-03-01
950245,30,2019-04-01
950245,31,2019-05-01
950245,30,2019-06-01
950245,31,2019-07-01
950245,31,2019-08-01
950245,30,2019-09-01
950245,31,2019-10-01
950245,6,2019-11-01
952957,31,2019-10-01
952957,6,2019-11-01
954077,13,2018-11-01
954077,27,2018-12-01
954077,29,2019-01-01
954077,28,2019-02-01
954077,31,2019-03-01
954077,30,2019-04-01
954077,31,2019-05-01
954077,30,2019-06-01
954077,31,2019-07-01
954077,31,2019-08-01
954077,30,2019-09-01
954077,31,2019-10-01
954077,6,2019-11-01
958267,8,2018-12-01
958267,1,2019-01-01
958267,1,2019-08-01
958267,30,2019-09-01
958267,31,2019-10-01
958267,6,2019-11-01
958788,31,2019-08-01
958788,30,2019-09-01
958788,31,2019-10-01
958788,6,2019-11-01
959013,10,2019-02-01
959013,31,2019-03-01
959013,30,2019-04-01
959013,31,2019-05-01
959013,30,2019-06-01
959013,31,2019-07-01
959013,31,2019-08-01
959013,30,2019-09-01
959013,31,2019-10-01
959013,6,2019-11-01
962143,10,2018-11-01
962143,18,2018-12-01
962143,31,2019-01-01
962143,27,2019-02-01
962143,7,2019-03-01
962143,30,2019-04-01
962143,29,2019-05-01
962143,30,2019-06-01
962143,31,2019-07-01
962143,29,2019-08-01
962143,8,2019-09-01
962143,31,2019-10-01
962143,6,2019-11-01
965074,7,2018-11-01
965074,28,2018-12-01
965074,31,2019-01-01
965074,27,2019-02-01
965074,7,2019-03-01
965074,30,2019-04-01
965074,31,2019-05-01
965074,30,2019-06-01
965074,31,2019-07-01
965074,29,2019-08-01
965074,15,2019-09-01
965074,31,2019-10-01
965074,6,2019-11-01
965138,30,2019-06-01
965138,31,2019-07-01
965138,31,2019-08-01
965138,30,2019-09-01
965138,31,2019-10-01
965138,6,2019-11-01
965343,15,2018-11-01
965343,31,2018-12-01
965343,31,2019-01-01
965343,28,2019-02-01
965343,31,2019-03-01
965343,30,2019-04-01
965343,31,2019-05-01
965343,30,2019-06-01
965343,31,2019-07-01
965343,31,2019-08-01
965343,30,2019-09-01
965343,31,2019-10-01
965343,6,2019-11-01
969200,4,2018-11-01
969200,11,2018-12-01
969200,28,2019-01-01
969200,28,2019-02-01
969200,31,2019-03-01
969200,30,2019-04-01
969200,31,2019-05-01
969200,30,2019-06-01
969200,31,2019-07-01
969200,31,2019-08-01
969200,30,2019-09-01
969200,31,2019-10-01
969200,6,2019-11-01
969263,31,2018-12-01
969263,9,2019-01-01
969263,1,2019-02-01
969263,31,2019-03-01
969263,30,2019-04-01
969263,31,2019-05-01
969263,30,2019-06-01
969263,31,2019-07-01
969263,31,2019-08-01
969263,30,2019-09-01
969263,31,2019-10-01
969263,6,2019-11-01
969280,4,2018-12-01
970871,13,2018-11-01
970871,2,2018-12-01
970871,5,2019-01-01
970871,7,2019-02-01
970871,31,2019-03-01
970871,30,2019-04-01
970871,31,2019-05-01
970871,30,2019-06-01
970871,31,2019-07-01
970871,31,2019-08-01
970871,30,2019-09-01
970871,31,2019-10-01
970871,6,2019-11-01
972033,1,2018-11-01
972033,4,2018-12-01
972033,12,2019-01-01
972033,11,2019-02-01
972033,28,2019-03-01
972033,20,2019-04-01
972033,18,2019-05-01
972033,13,2019-06-01
972033,31,2019-07-01
972033,26,2019-08-01
972033,26,2019-09-01
972033,31,2019-10-01
972033,6,2019-11-01
972948,15,2018-11-01
972948,23,2018-12-01
972948,29,2019-01-01
972948,28,2019-02-01
972948,31,2019-03-01
972948,30,2019-04-01
972948,31,2019-05-01
972948,30,2019-06-01
972948,31,2019-07-01
972948,31,2019-08-01
972948,30,2019-09-01
972948,31,2019-10-01
972948,6,2019-11-01
974427,25,2019-01-01
974427,28,2019-02-01
974427,31,2019-03-01
974427,30,2019-04-01
974427,31,2019-05-01
974427,30,2019-06-01
974427,31,2019-07-01
974427,31,2019-08-01
974427,30,2019-09-01
974427,31,2019-10-01
974427,6,2019-11-01
975599,5,2018-11-01
975599,15,2018-12-01
975599,31,2019-01-01
975599,13,2019-02-01
975599,12,2019-03-01
975599,30,2019-04-01
975599,29,2019-05-01
975599,26,2019-06-01
975599,30,2019-07-01
975599,28,2019-08-01
975599,27,2019-09-01
975599,31,2019-10-01
975599,6,2019-11-01
976632,31,2019-08-01
976632,30,2019-09-01
976632,31,2019-10-01
976632,6,2019-11-01
978840,31,2019-03-01
978840,30,2019-04-01
978840,31,2019-05-01
978840,30,2019-06-01
978840,31,2019-07-01
978840,31,2019-08-01
978840,30,2019-09-01
978840,31,2019-10-01
978840,6,2019-11-01
978892,16,2018-11-01
978892,19,2018-12-01
978892,31,2019-01-01
978892,28,2019-02-01
978892,31,2019-03-01
978892,30,2019-04-01
978892,31,2019-05-01
978892,30,2019-06-01
978892,31,2019-07-01
978892,31,2019-08-01
978892,30,2019-09-01
978892,31,2019-10-01
978892,6,2019-11-01
978997,1,2018-11-01
978997,3,2018-12-01
978997,26,2019-01-01
978997,28,2019-02-01
978997,31,2019-03-01
978997,30,2019-04-01
978997,31,2019-05-01
978997,30,2019-06-01
978997,31,2019-07-01
978997,31,2019-08-01
978997,30,2019-09-01
978997,31,2019-10-01
978997,6,2019-11-01
979758,7,2018-11-01
979758,18,2018-12-01
979758,27,2019-01-01
979758,4,2019-02-01
980288,26,2018-12-01
980288,31,2019-01-01
980288,28,2019-02-01
980288,7,2019-03-01
980288,30,2019-06-01
980288,31,2019-07-01
980288,31,2019-08-01
980288,30,2019-09-01
980288,31,2019-10-01
980288,6,2019-11-01
981027,6,2019-01-01
981027,1,2019-02-01
981027,2,2019-09-01
981027,6,2019-10-01
983346,31,2019-03-01
983346,30,2019-04-01
983346,31,2019-05-01
983346,30,2019-06-01
983346,31,2019-07-01
983346,31,2019-08-01
983346,30,2019-09-01
983346,31,2019-10-01
983346,6,2019-11-01
984052,1,2018-11-01
984052,31,2018-12-01
984052,12,2019-01-01
984052,16,2019-03-01
984052,30,2019-04-01
984052,5,2019-05-01
984732,8,2018-11-01
984732,31,2018-12-01
984732,31,2019-01-01
984732,28,2019-02-01
984732,31,2019-03-01
984732,30,2019-04-01
984732,31,2019-05-01
984732,30,2019-06-01
984732,31,2019-07-01
984732,31,2019-08-01
984732,30,2019-09-01
984732,31,2019-10-01
984732,6,2019-11-01
986324,1,2018-11-01
986428,2,2019-03-01
988429,21,2018-11-01
988429,31,2018-12-01
988429,31,2019-01-01
988429,28,2019-02-01
988429,31,2019-03-01
988429,30,2019-04-01
988429,31,2019-05-01
988429,30,2019-06-01
988429,31,2019-07-01
988429,31,2019-08-01
988429,30,2019-09-01
988429,31,2019-10-01
988429,6,2019-11-01
988883,6,2018-11-01
988883,11,2019-01-01
988883,4,2019-02-01
989871,1,2018-11-01
989871,17,2018-12-01
989871,31,2019-01-01
989871,28,2019-02-01
989871,31,2019-03-01
989871,30,2019-04-01
989871,31,2019-05-01
989871,30,2019-06-01
989871,31,2019-07-01
989871,31,2019-08-01
989871,30,2019-09-01
989871,31,2019-10-01
989871,6,2019-11-01
993985,21,2018-11-01
993985,29,2018-12-01
993985,31,2019-01-01
993985,28,2019-02-01
993985,31,2019-03-01
993985,30,2019-04-01
993985,31,2019-05-01
993985,30,2019-06-01
993985,31,2019-07-01
993985,31,2019-08-01
993985,30,2019-09-01
993985,31,2019-10-01
993985,6,2019-11-01
997825,29,2019-01-01
997825,25,2019-02-01
997825,31,2019-03-01
997825,27,2019-04-01
997825,31,2019-05-01
997825,30,2019-06-01
997825,31,2019-07-01
997825,31,2019-08-01
997825,30,2019-09-01
997825,31,2019-10-01
997825,6,2019-11-01
1003478,17,2018-11-01
1003478,31,2018-12-01
1003478,31,2019-01-01
1003478,28,2019-02-01
1003478,31,2019-03-01
1003478,30,2019-04-01
1003478,31,2019-05-01
1003478,30,2019-06-01
1003478,31,2019-07-01
1003478,31,2019-08-01
1003478,30,2019-09-01
1003478,31,2019-10-01
1003478,6,2019-11-01
1004686,30,2019-04-01
1004686,31,2019-05-01
1004686,30,2019-06-01
1004686,31,2019-07-01
1004686,31,2019-08-01
1004686,30,2019-09-01
1004686,31,2019-10-01
1004686,6,2019-11-01
1005072,5,2018-11-01
1005072,16,2018-12-01
1005072,9,2019-01-01
1005072,12,2019-02-01
1005072,21,2019-03-01
1005072,21,2019-04-01
1005072,24,2019-05-01
1005072,19,2019-06-01
1005072,31,2019-07-01
1005072,31,2019-08-01
1005072,30,2019-09-01
1005072,31,2019-10-01
1005072,6,2019-11-01
1007428,5,2019-02-01
1007428,30,2019-04-01
1007428,31,2019-07-01
1007428,31,2019-08-01
1007428,30,2019-09-01
1007428,31,2019-10-01
1007428,6,2019-11-01
1009209,13,2018-11-01
1009209,19,2018-12-01
1009209,31,2019-01-01
1009209,28,2019-02-01
1009209,31,2019-03-01
1009209,30,2019-04-01
1009209,31,2019-05-01
1009209,30,2019-06-01
1009209,31,2019-07-01
1009209,31,2019-08-01
1009209,30,2019-09-01
1009209,31,2019-10-01
1009209,6,2019-11-01
1010901,8,2018-11-01
1010901,24,2018-12-01
1010901,26,2019-01-01
1010901,28,2019-02-01
1010901,31,2019-03-01
1010901,30,2019-04-01
1010901,31,2019-05-01
1012851,2,2018-11-01
1014764,1,2018-12-01
1014764,2,2019-01-01
1014764,2,2019-05-01
1014764,1,2019-06-01
1014764,4,2019-07-01
1014764,8,2019-08-01
1014764,30,2019-09-01
1014764,31,2019-10-01
1014764,6,2019-11-01
1014824,6,2019-11-01
1017368,9,2018-12-01
1017368,19,2019-01-01
1017368,13,2019-05-01
1017368,30,2019-06-01
1017368,31,2019-07-01
1017368,31,2019-08-01
1017368,30,2019-09-01
1017368,31,2019-10-01
1017368,6,2019-11-01
1023188,24,2018-11-01
1023188,31,2018-12-01
1023188,31,2019-01-01
1023188,28,2019-02-01
1023188,31,2019-03-01
1023188,30,2019-04-01
1023188,31,2019-05-01
1023188,30,2019-06-01
1023188,31,2019-07-01
1023188,31,2019-08-01
1023188,30,2019-09-01
1023188,31,2019-10-01
1023188,6,2019-11-01
1024097,23,2018-11-01
1024097,31,2018-12-01
1024097,31,2019-01-01
1024097,28,2019-02-01
1024097,31,2019-03-01
1024097,30,2019-04-01
1024097,31,2019-05-01
1024097,30,2019-06-01
1024097,31,2019-07-01
1024097,31,2019-08-01
1024097,30,2019-09-01
1024097,31,2019-10-01
1024097,6,2019-11-01
1030060,9,2019-01-01
1030060,28,2019-02-01
1030060,31,2019-03-01
1030060,30,2019-04-01
1030060,31,2019-05-01
1030060,30,2019-06-01
1030060,31,2019-07-01
1030060,31,2019-08-01
1030060,30,2019-09-01
1030060,31,2019-10-01
1030060,6,2019-11-01
1032446,25,2019-01-01
1032446,28,2019-02-01
1032446,31,2019-03-01
1032446,30,2019-04-01
1032446,31,2019-05-01
1032446,30,2019-06-01
1032446,31,2019-07-01
1032446,31,2019-08-01
1032446,30,2019-09-01
1032446,31,2019-10-01
1032446,6,2019-11-01
1033506,4,2018-11-01
1033506,10,2018-12-01
1033506,30,2019-01-01
1033506,18,2019-02-01
1033506,31,2019-03-01
1033506,30,2019-04-01
1033506,31,2019-05-01
1033506,26,2019-06-01
1033506,31,2019-07-01
1033506,27,2019-08-01
1033506,30,2019-09-01
1033506,31,2019-10-01
1033506,6,2019-11-01
1038377,14,2018-11-01
1038377,21,2018-12-01
1038377,10,2019-01-01
1038425,14,2018-11-01
1038425,21,2018-12-01
1038425,12,2019-01-01
1039130,1,2018-12-01
1039130,17,2019-01-01
1039130,4,2019-02-01
1042779,28,2019-02-01
1042779,31,2019-03-01
1042779,30,2019-04-01
1042779,31,2019-05-01
1042779,30,2019-06-01
1042779,31,2019-07-01
1042779,31,2019-08-01
1042779,30,2019-09-01
1042779,31,2019-10-01
1042779,6,2019-11-01
1043485,17,2018-11-01
1043485,26,2018-12-01
1043485,28,2019-01-01
1043485,28,2019-02-01
1043485,31,2019-03-01
1043485,30,2019-04-01
1043485,31,2019-05-01
1043485,30,2019-06-01
1043485,31,2019-07-01
1043485,31,2019-08-01
1043485,30,2019-09-01
1043485,31,2019-10-01
1043485,6,2019-11-01
1044626,8,2018-12-01
1044626,28,2019-01-01
1044626,28,2019-02-01
1044626,31,2019-03-01
1044626,30,2019-04-01
1044626,31,2019-05-01
1044626,30,2019-06-01
1044626,31,2019-07-01
1044626,31,2019-08-01
1044626,30,2019-09-01
1044626,31,2019-10-01
1044626,6,2019-11-01
1052235,18,2018-11-01
1052235,19,2018-12-01
1052235,28,2019-01-01
1052235,28,2019-02-01
1052235,31,2019-03-01
1052235,30,2019-04-01
1052235,5,2019-05-01
1052791,10,2018-12-01
1052791,30,2019-04-01
1052791,31,2019-05-01
1052791,30,2019-06-01
1052791,31,2019-07-01
1052791,31,2019-08-01
1052791,30,2019-09-01
1052791,31,2019-10-01
1052791,6,2019-11-01
1052941,22,2018-11-01
1052941,19,2018-12-01
1052941,28,2019-01-01
1052941,28,2019-02-01
1052941,31,2019-03-01
1052941,30,2019-04-01
1052941,31,2019-05-01
1052941,20,2019-06-01
1052941,24,2019-07-01
1052941,31,2019-08-01
1052941,30,2019-09-01
1052941,31,2019-10-01
1052941,6,2019-11-01
1054546,2,2018-11-01
1054546,5,2018-12-01
1054546,25,2019-01-01
1054546,22,2019-02-01
1054546,31,2019-03-01
1054546,1,2019-04-01
1054546,31,2019-05-01
1054546,26,2019-06-01
1054546,31,2019-07-01
1054546,31,2019-08-01
1054546,30,2019-09-01
1054546,31,2019-10-01
1054546,6,2019-11-01
1057719,8,2018-11-01
1057719,31,2018-12-01
1057719,31,2019-01-01
1057719,28,2019-02-01
1057719,31,2019-03-01
1057719,30,2019-04-01
1057719,5,2019-05-01
1061010,25,2019-01-01
1061010,4,2019-02-01
1065921,4,2018-12-01
1065921,10,2019-01-01
1065921,7,2019-02-01
1068023,12,2018-11-01
1068023,27,2018-12-01
1068023,19,2019-01-01
1068023,25,2019-02-01
1068023,31,2019-03-01
1068023,30,2019-04-01
1068023,31,2019-05-01
1068023,30,2019-06-01
1068023,31,2019-07-01
1068023,31,2019-08-01
1068023,30,2019-09-01
1068023,31,2019-10-01
1068023,6,2019-11-01
1068269,25,2019-01-01
1068269,28,2019-02-01
1068269,31,2019-03-01
1068269,30,2019-04-01
1068269,31,2019-05-01
1068269,30,2019-06-01
1068269,31,2019-07-01
1068269,31,2019-08-01
1068269,30,2019-09-01
1068269,31,2019-10-01
1068269,6,2019-11-01
1070556,1,2018-12-01
1070556,31,2019-01-01
1070556,28,2019-02-01
1070556,31,2019-03-01
1070556,30,2019-04-01
1070556,31,2019-05-01
1070556,30,2019-06-01
1070556,31,2019-07-01
1070556,31,2019-08-01
1070556,30,2019-09-01
1070556,31,2019-10-01
1070556,6,2019-11-01
1070891,8,2018-11-01
1070891,4,2018-12-01
1070891,2,2019-01-01
1070891,26,2019-02-01
1070891,31,2019-03-01
1070891,13,2019-04-01
1070891,11,2019-05-01
1070891,30,2019-06-01
1070891,31,2019-07-01
1070891,3,2019-08-01
1076187,31,2019-01-01
1076187,28,2019-02-01
1076187,31,2019-03-01
1076187,30,2019-04-01
1076187,31,2019-05-01
1076187,30,2019-06-01
1076187,31,2019-07-01
1084480,1,2019-01-01
1084480,4,2019-02-01
1084512,13,2018-11-01
1084512,31,2018-12-01
1084512,15,2019-01-01
1086003,2,2018-11-01
1086003,17,2019-01-01
1086003,13,2019-02-01
1086003,22,2019-03-01
1086003,30,2019-04-01
1086003,31,2019-05-01
1086003,25,2019-06-01
1086003,31,2019-07-01
1086003,31,2019-08-01
1086003,20,2019-09-01
1086561,23,2019-01-01
1086561,4,2019-02-01
1088792,7,2018-11-01
1088792,31,2019-10-01
1088792,6,2019-11-01
1088794,4,2019-01-01
1088794,19,2019-02-01
1088794,31,2019-03-01
1088794,30,2019-04-01
1088794,31,2019-05-01
1088794,30,2019-06-01
1088794,31,2019-07-01
1088794,31,2019-08-01
1088794,30,2019-09-01
1088794,31,2019-10-01
1088794,6,2019-11-01
1089262,31,2019-01-01
1089262,28,2019-02-01
1089262,31,2019-03-01
1089262,30,2019-04-01
1089262,31,2019-05-01
1089262,30,2019-06-01
1089262,31,2019-07-01
1089262,31,2019-08-01
1089262,30,2019-09-01
1089262,31,2019-10-01
1089262,6,2019-11-01
1089612,28,2019-02-01
1089612,31,2019-03-01
1089612,27,2019-04-01
1089612,28,2019-05-01
1089612,20,2019-06-01
1089612,24,2019-07-01
1089612,22,2019-08-01
1089612,30,2019-09-01
1089612,31,2019-10-01
1089612,6,2019-11-01
1095720,30,2019-01-01
1095720,28,2019-02-01
1095720,31,2019-03-01
1095720,30,2019-04-01
1095720,31,2019-05-01
1095720,30,2019-06-01
1095720,21,2019-07-01
1095720,31,2019-08-01
1095720,30,2019-09-01
1095720,31,2019-10-01
1095720,6,2019-11-01
1099035,24,2018-11-01
1099035,31,2018-12-01
1099035,31,2019-01-01
1099035,28,2019-02-01
1099035,31,2019-03-01
1099035,30,2019-04-01
1099035,5,2019-05-01
1099602,13,2018-12-01
1099602,26,2019-01-01
1099602,8,2019-02-01
1099602,15,2019-03-01
1099602,30,2019-04-01
1099602,31,2019-05-01
1099602,30,2019-06-01
1099602,31,2019-07-01
1099602,31,2019-08-01
1099602,30,2019-09-01
1099602,31,2019-10-01
1099602,6,2019-11-01
1100840,11,2018-12-01
1100840,31,2019-03-01
1100840,30,2019-04-01
1100840,31,2019-05-01
1100840,30,2019-06-01
1100840,31,2019-07-01
1100840,31,2019-08-01
1100840,30,2019-09-01
1100840,31,2019-10-01
1100840,6,2019-11-01
1101970,19,2018-11-01
1101970,23,2018-12-01
1101970,19,2019-01-01
1101970,28,2019-02-01
1101970,31,2019-03-01
1101970,30,2019-04-01
1101970,31,2019-05-01
1101970,30,2019-06-01
1101970,31,2019-07-01
1101970,31,2019-08-01
1101970,30,2019-09-01
1101970,31,2019-10-01
1101970,6,2019-11-01
1102875,8,2018-11-01
1102875,14,2018-12-01
1102875,20,2019-01-01
1102875,28,2019-02-01
1102875,31,2019-03-01
1102875,23,2019-04-01
1102875,31,2019-05-01
1102875,30,2019-06-01
1102875,31,2019-07-01
1102875,31,2019-08-01
1102875,30,2019-09-01
1102875,31,2019-10-01
1102875,6,2019-11-01
1103355,23,2018-11-01
1103355,31,2018-12-01
1103355,31,2019-01-01
1103355,28,2019-02-01
1103355,31,2019-03-01
1103355,30,2019-04-01
1103355,31,2019-05-01
1103355,30,2019-06-01
1103355,31,2019-07-01
1103355,31,2019-08-01
1103355,30,2019-09-01
1103355,31,2019-10-01
1103355,6,2019-11-01
1104102,5,2018-11-01
1104102,18,2018-12-01
1104102,27,2019-01-01
1104102,23,2019-02-01
1104102,30,2019-03-01
1104102,30,2019-04-01
1104102,31,2019-05-01
1104102,30,2019-06-01
1104102,31,2019-07-01
1104102,31,2019-08-01
1104102,30,2019-09-01
1104102,31,2019-10-01
1104102,6,2019-11-01
1106372,31,2019-05-01
1106372,29,2019-06-01
1106372,31,2019-07-01
1106372,31,2019-08-01
1106372,30,2019-09-01
1106372,31,2019-10-01
1106372,6,2019-11-01
1108579,20,2018-12-01
1108579,1,2019-01-01
1108579,11,2019-02-01
1108579,31,2019-03-01
1108579,30,2019-04-01
1108579,31,2019-05-01
1108579,30,2019-06-01
1108579,31,2019-07-01
1108579,31,2019-08-01
1108579,30,2019-09-01
1108579,31,2019-10-01
1108579,6,2019-11-01
1110069,1,2019-09-01
1110069,31,2019-10-01
1110069,6,2019-11-01
1111145,2,2018-11-01
1111145,8,2018-12-01
1111145,20,2019-01-01
1111145,28,2019-02-01
1111145,20,2019-03-01
1111145,24,2019-04-01
1111145,31,2019-05-01
1111145,30,2019-06-01
1111145,1,2019-07-01
1111145,31,2019-08-01
1111145,30,2019-09-01
1111145,31,2019-10-01
1111145,6,2019-11-01
1114908,23,2018-11-01
1114908,31,2018-12-01
1114908,31,2019-01-01
1114908,28,2019-02-01
1114908,31,2019-03-01
1114908,30,2019-04-01
1114908,31,2019-05-01
1114908,30,2019-06-01
1114908,31,2019-07-01
1114908,31,2019-08-01
1114908,30,2019-09-01
1114908,31,2019-10-01
1114908,6,2019-11-01
1115899,1,2019-01-01
1115899,4,2019-02-01
1118955,31,2019-01-01
1118955,28,2019-02-01
1118955,31,2019-03-01
1118955,30,2019-04-01
1118955,31,2019-05-01
1118955,30,2019-06-01
1118955,31,2019-07-01
1118955,31,2019-08-01
1118955,30,2019-09-01
1118955,31,2019-10-01
1118955,6,2019-11-01
1119402,7,2019-01-01
